count	class	samples
6	bg-transparent	<div.flex.items-center.justify-center.rounded-full.transition-all.duration-300.px-6.py-1> | <button.flex.flex-col.items-center.gap-1.text-xs.font-semibold.py-2.rounded-lg> "Account" | <button.cursor-pointer.bg-transparent.hover:bg-white/10.rounded-full.transition-colors> | <div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
6	border-neutral-300	<a.flex-shrink-0.self-start.px-3.py-1.5.rounded-full.border.border-neutral-300.dark:border-neutral-600> "Have an account? Login" | <input#signup-name.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-email.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-phone.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900>
6	dark:bg-neutral-800	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "AfghanistanAlbaniaAlgeriaArgentinaAustraliaAustriaBangladeshBelgiumBrazilCanadaChileChinaColombiaCro" | <a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100> | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
6	dark:border-neutral-600	<a.flex-shrink-0.self-start.px-3.py-1.5.rounded-full.border.border-neutral-300.dark:border-neutral-600> "Have an account? Login" | <input#signup-name.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-email.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-phone.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900>
6	fill-white	<rect.fill-white> | <path.fill-white>
6	left-3	<span.absolute.left-3.top-1/2.-translate-y-1/2.text-emerald-500> | <span.absolute.left-3.top-[13px].z-10.text-emerald-500.pointer-events-none>
6	lg:px-8	<div.w-full.px-4.md:px-6.lg:px-8.pt-2.md:pt-3> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.w-full.mt-12.sm:mt-0.min-h-[calc(100vh-80px)].flex.items-center.justify-center.px-3> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres" | <div.mx-auto.w-full.px-4.md:px-6.lg:px-8.py-10.md:py-12.bg-white>
6	mb-1.5	<label.block.text-sm.font-medium.text-neutral-700.dark:text-neutral-300.mb-1.5> "Full Name *" | <label.block.text-sm.font-medium.text-neutral-700.dark:text-neutral-300.mb-1.5> "Email Address *" | <label.block.text-sm.font-medium.text-neutral-700.dark:text-neutral-300.mb-1.5> "Phone Number *" | <label.block.text-sm.font-medium.text-neutral-700.dark:text-neutral-300.mb-1.5> "Country *"
6	md:px-6	<div.w-full.px-4.md:px-6.lg:px-8.pt-2.md:pt-3> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.mx-auto.w-full.px-4.md:px-6.lg:px-8.py-10.md:py-12.bg-white> | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.py-12.md:py-14> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
6	min-w-0	<div.min-w-0> "Create your accountJoin us and start your journey today" | <div.flex-1.min-w-0> "Email Address *" | <div.flex-1.min-w-0> "Phone Number *" | <div.flex-1.min-w-0> "Password *"
6	rounded-xl	<nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9> | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "AfghanistanAlbaniaAlgeriaArgentinaAustraliaAustriaBangladeshBelgiumBrazilCanadaChileChinaColombiaCro" | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
6	sm:py-3	<input#signup-name.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-email.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-phone.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-password.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900>
6	text-red-500	<span.text-red-500> "*"
5	border-neutral-100	<div.flex.items-center.justify-between.px-6.py-5.border-b.border-neutral-100.dark:border-neutral-800> "Search" | <div.border-t.border-neutral-100.dark:border-neutral-800> | <div.mx-6.border-b.border-neutral-100.dark:border-neutral-800> | <div.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm.border.border-neutral-100.dark:border-neutral-800.p-5> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
5	dark:bg-neutral-950	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "((a,b,c,d,e,f,g,h)=>{let i=document.documentElement,j=[\"light\",\"dark\"];function k(b){var c;(Array.is" | <main.bg-white.dark:bg-neutral-950> "((a,b,c,d,e,f,g,h)=>{let i=document.documentElement,j=[\"light\",\"dark\"];function k(b){var c;(Array.is" | <main.bg-white.dark:bg-neutral-950> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.mx-auto.min-h-[calc(100vh-580px)].w-full.bg-white.dark:bg-neutral-950> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
5	dark:border-neutral-700	<div.relative.flex.items-center.justify-center.rounded-md.border-0.lg:border.border-solid> | <input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <button.flex.w-full.items-center.justify-between.gap-2.rounded-lg.border.px-3> "Select your country" | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "AfghanistanAlbaniaAlgeriaArgentinaAustraliaAustriaBangladeshBelgiumBrazilCanadaChileChinaColombiaCro"
5	focus:border-emerald-400	<input#signup-name.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-email.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-phone.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-password.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900>
5	focus:ring-emerald-400	<input#signup-name.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-email.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-phone.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-password.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900>
5	font-bold	<h2.text-lg.font-bold.text-neutral-900.dark:text-white> "Search" | <p.text-xl.font-bold.text-neutral-900.dark:text-white.mb-2> "Your cart is empty" | <h2.text-xl.sm:text-2xl.font-bold.text-neutral-900.dark:text-white.flex.items-center.gap-2> "Create your account" | <p.text-sm.font-bold.text-neutral-900.dark:text-white> "Logoipsum"
5	gap-3	<div.flex.items-center.gap-3> "Logoipsum" | <div.flex.flex-col.xs:flex-row.xs:items-start.xs:justify-between.gap-3.mb-5.sm:mb-6> "Create your accountJoin us and start your journey todayHave an account? Login" | <div.flex.flex-col.sm:flex-row.gap-3> "Email Address *Phone Number *" | <div.flex.flex-col.sm:flex-row.gap-3> "Password *Confirm Password *"
5	hidden	<ul.hidden.gap-0.5.text-sm.md:flex.items-center> "AllSmartphonesHeadphonesEntertainmentAppliances" | <div.hidden.lg:flex> | <div.hidden.lg:flex> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <div.relative.hidden.lg:block.flex-1.min-w-0.rounded-2xl.overflow-hidden>
5	inline-flex	<a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "All" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Smartphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Headphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Entertainment"
5	lg:px-4	<a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "All" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Smartphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Headphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Entertainment"
5	pl-10	<input#signup-name.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-email.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-phone.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-password.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900>
5	text-neutral-400	<button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300> | <button.flex.w-full.items-center.justify-between.gap-2.rounded-lg.border.px-3> "Select your country" | <button.absolute.right-3.top-1/2.-translate-y-1/2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-200.transition-colors> | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.flex.flex-col> "© 2010-2026 Webkul Software (Registered in India). All rights reserved.Powered by Bagisto"
4	border-t	<nav.px-3.h-16.border-t.border-neutral-200.bg-white.dark:border-neutral-800.dark:bg-black> "HomeCategoriesCartAccount" | <div.border-t.border-neutral-100.dark:border-neutral-800> | <div.mx-auto.w-full.px-4.md:px-6.lg:px-8.py-10.md:py-12.bg-white> | <div.border-t.border-neutral-200.dark:border-neutral-800.py-4> "© 2010-2026 Webkul Software (Registered in India). All rights reserved.Powered by Bagisto"
4	ease-out	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
4	flex-shrink-0	<div.w-full.lg:max-w-[520px].xl:max-w-[560px].flex-shrink-0.mx-auto.lg:mx-0> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres" | <span.text-emerald-600.dark:text-emerald-400.flex-shrink-0> | <a.flex-shrink-0.self-start.px-3.py-1.5.rounded-full.border.border-neutral-300.dark:border-neutral-600> "Have an account? Login" | <span.text-emerald-500.flex-shrink-0>
4	h-full	<div.flex.h-full.items-center.justify-between> "HomeCategoriesCartAccount" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
4	max-w-screen-2xl	<div.flex.w-full.items-center.justify-between.max-w-screen-2xl.mx-auto> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.max-w-screen-2xl.mx-auto> | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.py-12.md:py-14> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority." | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.flex.flex-col> "© 2010-2026 Webkul Software (Registered in India). All rights reserved.Powered by Bagisto"
4	pointer-events-none	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <span.absolute.left-3.top-[13px].z-10.text-emerald-500.pointer-events-none> | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "AfghanistanAlbaniaAlgeriaArgentinaAustraliaAustriaBangladeshBelgiumBrazilCanadaChileChinaColombiaCro"
4	right-0	<header.fixed.top-0.left-0.right-0.z-[60]> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "AfghanistanAlbaniaAlgeriaArgentinaAustraliaAustriaBangladeshBelgiumBrazilCanadaChileChinaColombiaCro"
4	top-0	<header.fixed.top-0.left-0.right-0.z-[60]> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
4	transition-transform	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2> | <svg.h-4.w-4.shrink-0.transition-transform.duration-200>
4	z-50	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "AfghanistanAlbaniaAlgeriaArgentinaAustraliaAustriaBangladeshBelgiumBrazilCanadaChileChinaColombiaCro"
3	bg-emerald-500	<div.!min-h-9.!min-w-9.flex.items-center.justify-center.rounded-lg.bg-emerald-500> | <button.w-full.py-2.5.sm:py-3.rounded-lg.bg-emerald-500.hover:bg-emerald-600.active:bg-emerald-700.text-white> "Sign up" | <div.!min-h-8.!min-w-8.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
3	bg-neutral-100	<a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
3	bg-neutral-900	<nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
3	dark:hover:bg-neutral-800	<button.p-1.rounded-full.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors.cursor-pointer> | <button.p-1.rounded-full.cursor-pointer.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors> | <a.flex-shrink-0.self-start.px-3.py-1.5.rounded-full.border.border-neutral-300.dark:border-neutral-600> "Have an account? Login"
3	dark:hover:text-neutral-900	<a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
3	dark:text-emerald-400	<span.text-emerald-600.dark:text-emerald-400.flex-shrink-0> | <span.text-emerald-600.dark:text-emerald-400.font-medium> "Login" | <p.text-xs.text-emerald-700.dark:text-emerald-400> "Use 8 or more characters with a mix of letters, numbers & symbols."
3	h-9	<a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
3	hover:bg-neutral-100	<button.p-1.rounded-full.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors.cursor-pointer> | <button.p-1.rounded-full.cursor-pointer.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors> | <a.flex-shrink-0.self-start.px-3.py-1.5.rounded-full.border.border-neutral-300.dark:border-neutral-600> "Have an account? Login"
3	hover:bg-neutral-300	<a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
3	hover:text-neutral-600	<button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300> | <button.absolute.right-3.top-1/2.-translate-y-1/2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-200.transition-colors>
3	lg:h-11	<div.relative.flex.items-center.justify-center.rounded-md.border-0.lg:border.border-solid> | <div.relative.flex.items-center.justify-center.rounded-md.lg:h-11.lg:w-11.text-white>
3	lg:w-11	<div.relative.flex.items-center.justify-center.rounded-md.border-0.lg:border.border-solid> | <div.relative.flex.items-center.justify-center.rounded-md.lg:h-11.lg:w-11.text-white>
3	mt-1	<p.text-xs.sm:text-sm.text-neutral-500.dark:text-neutral-400.mt-1> "Join us and start your journey today" | <button.w-full.py-2.5.sm:py-3.rounded-lg.bg-emerald-500.hover:bg-emerald-600.active:bg-emerald-700.text-white> "Sign up" | <div.flex.gap-3.mt-1>
3	opacity-0	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "AfghanistanAlbaniaAlgeriaArgentinaAustraliaAustriaBangladeshBelgiumBrazilCanadaChileChinaColombiaCro"
3	overflow-y-auto	<div.overflow-y-auto.h-[calc(100vh-180px)].py-4.px-6> "Start typing to search products" | <div.flex-1.overflow-y-auto.px-6> "Your cart is emptyAdd items to your cart to see them here" | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "AfghanistanAlbaniaAlgeriaArgentinaAustraliaAustriaBangladeshBelgiumBrazilCanadaChileChinaColombiaCro"
3	p-2	<button.p-2.text-white.transition-colors.cursor-pointer.rounded-full.hover:bg-white/10> | <button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300> | <button.relative.p-2.text-white.transition-colors.cursor-pointer.rounded-full.hover:bg-white/10>
3	pr-4	<input#signup-name.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-email.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-phone.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900>
3	py-4	<div.px-6.py-4> | <div.overflow-y-auto.h-[calc(100vh-180px)].py-4.px-6> "Start typing to search products" | <div.border-t.border-neutral-200.dark:border-neutral-800.py-4> "© 2010-2026 Webkul Software (Registered in India). All rights reserved.Powered by Bagisto"
3	rounded-md	<div.relative.flex.items-center.justify-center.rounded-md.border-0.lg:border.border-solid> | <div.relative.flex.items-center.justify-center.rounded-md.lg:h-11.lg:w-11.text-white>
3	w-9	<a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
2	backdrop-blur-sm	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out>
2	bg-black/40	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out>
2	border-b	<div.flex.items-center.justify-between.px-6.py-5.border-b.border-neutral-100.dark:border-neutral-800> "Search" | <div.mx-6.border-b.border-neutral-100.dark:border-neutral-800>
2	dark:bg-white	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
2	dark:fill-transparent	<svg.fill-transparent.stroke-current.dark:fill-transparent>
2	dark:fill-white	<svg.fill-black/[62].dark:fill-white>
2	dark:hover:bg-neutral-100	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
2	dark:hover:text-neutral-200	<button.absolute.right-3.top-1/2.-translate-y-1/2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-200.transition-colors>
2	dark:text-neutral-500	<button.flex.w-full.items-center.justify-between.gap-2.rounded-lg.border.px-3> "Select your country" | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.flex.flex-col> "© 2010-2026 Webkul Software (Registered in India). All rights reserved.Powered by Bagisto"
2	dark:text-neutral-600	<svg.w-12.h-12.mx-auto.text-neutral-300.dark:text-neutral-600.mb-3> | <svg.w-16.h-16.text-neutral-300.dark:text-neutral-600.mb-4>
2	dark:text-neutral-900	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
2	fill-black/[62]	<svg.fill-black/[62].dark:fill-white>
2	fill-transparent	<svg.fill-transparent.stroke-current.dark:fill-transparent>
2	font-archivo	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "((a,b,c,d,e,f,g,h)=>{let i=document.documentElement,j=[\"light\",\"dark\"];function k(b){var c;(Array.is" | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
2	gap-x-2	<div.flex.items-center.gap-x-2> "Logoipsum"
2	h-16	<nav.px-3.h-16.border-t.border-neutral-200.bg-white.dark:border-neutral-800.dark:bg-black> "HomeCategoriesCartAccount" | <svg.w-16.h-16.text-neutral-300.dark:text-neutral-600.mb-4>
2	h-6	<svg.w-6.h-6.text-neutral-500> | <svg.w-6.h-6.text-neutral-900.dark:text-white>
2	hover:bg-neutral-800	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
2	inset-0	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out>
2	left-0	<header.fixed.top-0.left-0.right-0.z-[60]> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "AfghanistanAlbaniaAlgeriaArgentinaAustraliaAustriaBangladeshBelgiumBrazilCanadaChileChinaColombiaCro"
2	lg:block	<div.relative.hidden.lg:block.flex-1.min-w-0.rounded-2xl.overflow-hidden> | <footer.hidden.lg:block.bg-neutral-50.dark:bg-neutral-900/50.text-neutral-700.dark:text-neutral-300> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
2	lg:flex	<div.hidden.lg:flex> | <div.hidden.lg:flex> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	lg:min-w-[160px]	<nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn Policay" | <nav.w-full.lg:min-w-[160px].xl:min-w-[200px]> "Payment PolicyCustomer Serviceterms & ConditionsAbout Us"
2	max-w-[420px]	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	mb-3	<svg.w-12.h-12.mx-auto.text-neutral-300.dark:text-neutral-600.mb-3> | <div.mb-3> "Stay UpdatedGet exclusive offers, new arrivals, and more."
2	md:py-3	<nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
2	overflow-hidden	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2> | <div.relative.hidden.lg:block.flex-1.min-w-0.rounded-2xl.overflow-hidden>
2	p-1	<button.p-1.rounded-full.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors.cursor-pointer> | <button.p-1.rounded-full.cursor-pointer.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors>
2	placeholder:text-neutral-400	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
2	pr-10	<input#signup-password.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900> | <input#signup-confirm-password.w-full.py-2.5.sm:py-3.rounded-lg.border.bg-white.dark:bg-neutral-900.text-neutral-900>
2	py-12	<div.py-12.text-center> "Start typing to search products" | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.py-12.md:py-14> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
2	py-3	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
2	right-3	<button.absolute.right-3.top-1/2.-translate-y-1/2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-200.transition-colors>
