count	class	samples
9	dark:bg-neutral-900	<nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <button.flex.w-full.items-center.justify-between.gap-2.rounded-lg.border.px-3> "Wireless Bluetooth Earbuds with Charging Case XL (+544)"
9	focus:ring-green-500	<input.w-5.h-5.text-green-500.focus:ring-green-500>
9	gap-1	<a.flex.flex-col.items-center.gap-1.text-xs.font-semibold.py-2.rounded-lg> "Home" | <button.flex.flex-col.items-center.gap-1.text-xs.font-semibold.py-2.rounded-lg> "Categories" | <button.flex.flex-col.items-center.gap-1.text-xs.font-semibold.py-2.rounded-lg> "Cart" | <button.flex.flex-col.items-center.gap-1.text-xs.font-semibold.py-2.rounded-lg> "Account"
9	hover:bg-white/10	<button.flex.flex-col.items-center.gap-1.text-xs.font-semibold.py-2.rounded-lg> "Account" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "All" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Smartphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Headphones"
9	hover:border-green-500	<label.flex.items-center.justify-between.gap-3.p-3.rounded-xl.border.border-neutral-200> "Configurable 2+$13,543.001" | <label.flex.items-center.justify-between.gap-3.p-3.rounded-xl.border.border-neutral-200> "Configurable 1+$1,234.001" | <label.flex.items-center.justify-between.gap-3.p-3.rounded-xl.border.border-neutral-200> "Configurable 5+$452.001" | <label.flex.items-center.justify-between.gap-3.p-3.rounded-xl.border.border-neutral-200> "Variant 20+$100.001"
9	inline	<p.inline> "$13,543.00" | <p.inline> "$1,234.00" | <p.inline> "$452.00" | <p.inline> "$100.00"
9	min-w-[2rem]	<span.min-w-[2rem].text-center.text-sm.font-medium> "1"
9	p-3	<label.flex.items-center.justify-between.gap-3.p-3.rounded-xl.border.border-neutral-200> "Configurable 2+$13,543.001" | <label.flex.items-center.justify-between.gap-3.p-3.rounded-xl.border.border-neutral-200> "Configurable 1+$1,234.001" | <label.flex.items-center.justify-between.gap-3.p-3.rounded-xl.border.border-neutral-200> "Configurable 5+$452.001" | <label.flex.items-center.justify-between.gap-3.p-3.rounded-xl.border.border-neutral-200> "Variant 20+$100.001"
9	text-left	<span.truncate.text-left.flex-1> "Wireless Bluetooth Earbuds with Charging Case XL (+544)" | <button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Wireless Bluetooth Earbuds with Charging Case XL (+544)" | <button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Wireless Bluetooth Earbuds with Charging Case L (+544)" | <span.truncate.text-left.flex-1> "Variant 4 (+250), Variant 4 (+100) +1"
8	border-neutral-100	<div.flex.items-center.justify-between.px-6.py-5.border-b.border-neutral-100.dark:border-neutral-800> "Search" | <div.border-t.border-neutral-100.dark:border-neutral-800> | <div.mx-6.border-b.border-neutral-100.dark:border-neutral-800> | <div.mx-auto.w-full.px-4.md:px-6.lg:px-8.py-10.md:py-12.bg-white> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
8	hover:text-white	<a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "All" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Smartphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Headphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Entertainment"
8	left-0	<header.fixed.top-0.left-0.right-0.z-[60]> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <svg.w-4.h-4.absolute.top-0.left-0.fill-neutral-300.dark:fill-neutral-600> | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Wireless Bluetooth Earbuds with Charging Case XL (+544)Wireless Bluetooth Earbuds with Charging Case" | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Variant 4 (+250)Variant 4 (+100)Variant 4 6 (+57)"
8	text-neutral-300	<p.text-sm.font-semibold.text-neutral-300> "Logoipsum" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "All" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Smartphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Headphones"
7	fixed	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto> | <header.fixed.top-0.left-0.right-0.z-[60]> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden> "HomeCategoriesCartAccount" | <div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out>
7	font-bold	<h2.text-lg.font-bold.text-neutral-900.dark:text-white> "Search" | <p.text-xl.font-bold.text-neutral-900.dark:text-white.mb-2> "Your cart is empty" | <h1.text-2xl.md:text-3xl.lg:text-4xl.font-bold.text-neutral-900.dark:text-white.mb-3.line-clamp-2> "A smartphone and earphone bundle offers an all-in-one mobile communication and audio solution." | <p.text-3xl.md:text-4xl.font-bold.text-neutral-900.dark:text-white> "$535.00"
7	h-10	<button.flex.h-10.w-10.cursor-pointer.items-center.justify-center.text-neutral-600.transition-colors> | <div.flex.h-10.min-w-[3rem].items-center.justify-center.px-3.font-medium.text-neutral-900> "1" | <div.w-10.h-10.flex.items-center.justify-center.rounded-full.text-white.dark:text-neutral-900>
7	md:px-6	<div.w-full.px-4.md:px-6.lg:px-8.pt-2.md:pt-3> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.max-w-screen-2xl.mx-auto.px-4.md:px-6.lg:px-8.py-6.md:py-10.mt-5> "HomeProductsA smartphone and earphone bundle offers an all-in-one mobile communication and audio sol" | <div.mx-auto.w-full.px-4.md:px-6.lg:px-8.py-10.md:py-12.bg-white> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
7	p-2	<button.p-2.text-white.transition-colors.cursor-pointer.rounded-full.hover:bg-white/10> | <button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300> | <button.relative.p-2.text-white.transition-colors.cursor-pointer.rounded-full.hover:bg-white/10> | <div.absolute.bottom-4.right-4.p-2.rounded-full.bg-white/80.dark:bg-black/50.backdrop-blur-sm>
7	text-red-500	<span.text-xs.text-red-500.font-medium> "*"
6	bg-transparent	<div.flex.items-center.justify-center.rounded-full.transition-all.duration-300.px-6.py-1> | <button.flex.flex-col.items-center.gap-1.text-xs.font-semibold.py-2.rounded-lg> "Account" | <button.cursor-pointer.bg-transparent.hover:bg-white/10.rounded-full.transition-colors> | <div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
6	border-t	<nav.px-3.h-16.border-t.border-neutral-200.bg-white.dark:border-neutral-800.dark:bg-black> "HomeCategoriesCartAccount" | <div.border-t.border-neutral-100.dark:border-neutral-800> | <div.flex.items-center.justify-between.pt-3.border-t.border-neutral-200.dark:border-neutral-700> "Total$20,074.00" | <div.flex.items-center.gap-6.border-t.border-b.border-neutral-200.dark:border-neutral-700.py-4> "Add to WishlistAdd to Compare"
6	dark:text-neutral-900	<div.w-10.h-10.flex.items-center.justify-center.rounded-full.text-white.dark:text-neutral-900> | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
6	font-archivo	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "((a,b,c,d,e,f,g,h)=>{let i=document.documentElement,j=[\"light\",\"dark\"];function k(b){var c;(Array.is" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Enjoy free shipping on all orders" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Easy Product Replacement Available!" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "No cost EMI available on all major credit cards"
6	gap-4	<div.flex.gap-4> | <div.flex.flex-col.gap-4.w-full> "Bundle Products*Configurable 2+$13,543.001Configurable 1+$1,234.001Configurable 5+$452.001test*Varia" | <div.flex.items-center.gap-4> "Qty:1" | <div.grid.grid-cols-1.gap-4.mb-8.mt-8> "Shipping InfoFree ShippingOn orders over $50Fast Delivery2-3 business daysEasy Returns30-day return "
6	lg:px-8	<div.w-full.px-4.md:px-6.lg:px-8.pt-2.md:pt-3> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.max-w-screen-2xl.mx-auto.px-4.md:px-6.lg:px-8.py-6.md:py-10.mt-5> "HomeProductsA smartphone and earphone bundle offers an all-in-one mobile communication and audio sol" | <div.mx-auto.w-full.px-4.md:px-6.lg:px-8.py-10.md:py-12.bg-white> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
6	transition-transform	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2> | <img.object-cover.transition-transform.duration-500.group-hover:scale-105>
6	w-10	<button.flex.h-10.w-10.cursor-pointer.items-center.justify-center.text-neutral-600.transition-colors> | <div.w-10.h-10.flex.items-center.justify-center.rounded-full.text-white.dark:text-neutral-900>
5	dark:bg-neutral-950	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "((a,b,c,d,e,f,g,h)=>{let i=document.documentElement,j=[\"light\",\"dark\"];function k(b){var c;(Array.is" | <main.bg-white.dark:bg-neutral-950> "((a,b,c,d,e,f,g,h)=>{let i=document.documentElement,j=[\"light\",\"dark\"];function k(b){var c;(Array.is" | <main.bg-white.dark:bg-neutral-950> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.mx-auto.min-h-[calc(100vh-580px)].w-full.bg-white.dark:bg-neutral-950> "{\"@context\":\"https://schema.org\",\"@type\":\"Product\",\"name\":\"A smartphone and earphone bundle offers a"
5	dark:fill-neutral-600	<svg.w-4.h-4.absolute.top-0.left-0.fill-neutral-300.dark:fill-neutral-600>
5	fill-neutral-300	<svg.w-4.h-4.absolute.top-0.left-0.fill-neutral-300.dark:fill-neutral-600>
5	inline-flex	<a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "All" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Smartphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Headphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Entertainment"
5	lg:px-4	<a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "All" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Smartphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Headphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Entertainment"
5	max-w-screen-2xl	<div.flex.w-full.items-center.justify-between.max-w-screen-2xl.mx-auto> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.max-w-screen-2xl.mx-auto.px-4.md:px-6.lg:px-8.py-6.md:py-10.mt-5> "HomeProductsA smartphone and earphone bundle offers an all-in-one mobile communication and audio sol" | <div.max-w-screen-2xl.mx-auto> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj" | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.py-12.md:py-14> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
5	mb-6	<div.flex.flex-wrap.items-baseline.gap-3.mb-6> "$535.00" | <div.mb-6> "Devices: Phone, earbuds, watch, power bank Storage: 256GB built-in phone storage Battery: Up to 48 h" | <div.mb-6> | <div.flex.flex-col.sm:flex-row.gap-3.mb-6> "Bundle Products*Configurable 2+$13,543.001Configurable 1+$1,234.001Configurable 5+$452.001test*Varia"
5	opacity-0	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.absolute.bottom-4.right-4.p-2.rounded-full.bg-white/80.dark:bg-black/50.backdrop-blur-sm> | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Wireless Bluetooth Earbuds with Charging Case XL (+544)Wireless Bluetooth Earbuds with Charging Case"
5	py-3	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <button.relative.flex.w-full.cursor-pointer.h-12.items-center.justify-center.rounded-xl> "Add To Cart" | <th.px-6.py-3.text-left.text-xs.font-medium.text-neutral-500.dark:text-neutral-400.uppercase> "Attribute" | <th.px-6.py-3.text-left.text-xs.font-medium.text-neutral-500.dark:text-neutral-400.uppercase> "Value"
5	right-0	<header.fixed.top-0.left-0.right-0.z-[60]> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Wireless Bluetooth Earbuds with Charging Case XL (+544)Wireless Bluetooth Earbuds with Charging Case"
5	rounded-2xl	<div.flex-1.relative.aspect-square.rounded-2xl.overflow-hidden.bg-neutral-100.dark:bg-neutral-800.cursor-zoom-in> | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Enjoy free shipping on all orders" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Easy Product Replacement Available!" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "No cost EMI available on all major credit cards"
5	sm:text-sm	<button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Wireless Bluetooth Earbuds with Charging Case XL (+544)" | <button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Wireless Bluetooth Earbuds with Charging Case L (+544)" | <button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Variant 4 (+250)" | <button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Variant 4 (+100)"
5	z-50	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Wireless Bluetooth Earbuds with Charging Case XL (+544)Wireless Bluetooth Earbuds with Charging Case"
4	backdrop-blur-sm	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <input.input.w-full.rounded-xl.border.border-neutral-700.bg-neutral-800.py-2.pl-4> | <div.absolute.bottom-4.right-4.p-2.rounded-full.bg-white/80.dark:bg-black/50.backdrop-blur-sm>
4	bg-green-50	<button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Wireless Bluetooth Earbuds with Charging Case XL (+544)" | <button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Variant 4 (+250)" | <button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Variant 4 (+100)" | <button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Variant 4 6 (+57)"
4	bg-neutral-100	<div.flex-1.relative.aspect-square.rounded-2xl.overflow-hidden.bg-neutral-100.dark:bg-neutral-800.cursor-zoom-in> | <a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
4	bg-neutral-900	<nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing " | <span.absolute.bottom-0.h-[2px].bg-neutral-900.dark:bg-white.transition-all.duration-300.ease-in-out> | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
4	border-b	<div.flex.items-center.justify-between.px-6.py-5.border-b.border-neutral-100.dark:border-neutral-800> "Search" | <div.mx-6.border-b.border-neutral-100.dark:border-neutral-800> | <div.flex.items-center.gap-6.border-t.border-b.border-neutral-200.dark:border-neutral-700.py-4> "Add to WishlistAdd to Compare" | <div.relative.border-b.border-neutral-200.dark:border-neutral-700> "DescriptionReviews (0)"
4	dark:bg-green-900/20	<button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Wireless Bluetooth Earbuds with Charging Case XL (+544)" | <button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Variant 4 (+250)" | <button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Variant 4 (+100)" | <button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Variant 4 6 (+57)"
4	dark:fill-neutral-900	<svg.fill-white.stroke-neutral-900.dark:fill-neutral-900.dark:stroke-neutral-300>
4	dark:hover:bg-neutral-700	<button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Wireless Bluetooth Earbuds with Charging Case L (+544)" | <a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
4	dark:hover:text-white	<a.hover:text-neutral-900.dark:hover:text-white.transition-colors> "Home" | <a.hover:text-neutral-900.dark:hover:text-white.transition-colors> "Products" | <button.flex.h-10.w-10.cursor-pointer.items-center.justify-center.text-neutral-600.transition-colors>
4	dark:stroke-neutral-300	<svg.fill-white.stroke-neutral-900.dark:fill-neutral-900.dark:stroke-neutral-300>
4	dark:text-green-400	<button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Wireless Bluetooth Earbuds with Charging Case XL (+544)" | <button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Variant 4 (+250)" | <button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Variant 4 (+100)" | <button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Variant 4 6 (+57)"
4	ease-out	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
4	gap-2.5	<div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Enjoy free shipping on all orders" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Easy Product Replacement Available!" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "No cost EMI available on all major credit cards" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Dedicated 24/7 support via chat and email"
4	grid	<div.grid.grid-cols-1.lg:grid-cols-2.gap-8.lg:gap-16> "A smartphone and earphone bundle offers an all-in-one mobile communication and audio solution.(0 Rat" | <div.grid.grid-cols-1.gap-4.mb-8.mt-8> "Shipping InfoFree ShippingOn orders over $50Fast Delivery2-3 business daysEasy Returns30-day return " | <div.grid.grid-cols-2.md:grid-cols-4.gap-4.md:gap-6.mb-10> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj" | <div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
4	h-3.5	<svg.h-3.5.w-3.5.shrink-0.text-green-500>
4	h-full	<div.flex.h-full.items-center.justify-between> "HomeCategoriesCartAccount" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
4	hidden	<ul.hidden.gap-0.5.text-sm.md:flex.items-center> "AllSmartphonesHeadphonesEntertainmentAppliances" | <div.hidden.lg:flex> | <div.hidden.lg:flex> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <footer.hidden.lg:block.bg-neutral-50.dark:bg-neutral-900/50.text-neutral-700.dark:text-neutral-300> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
4	hover:bg-neutral-300	<button.w-8.h-8.rounded-full.flex.items-center.justify-center.cursor-pointer.transition-colors> | <a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
4	hover:text-neutral-900	<a.hover:text-neutral-900.dark:hover:text-white.transition-colors> "Home" | <a.hover:text-neutral-900.dark:hover:text-white.transition-colors> "Products" | <button.flex.h-10.w-10.cursor-pointer.items-center.justify-center.text-neutral-600.transition-colors>
4	leading-snug	<p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Enjoy free shipping on all orders" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Easy Product Replacement Available!" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "No cost EMI available on all major credit cards" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Dedicated 24/7 support via chat and email"
4	max-w-[180px]	<p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Enjoy free shipping on all orders" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Easy Product Replacement Available!" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "No cost EMI available on all major credit cards" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Dedicated 24/7 support via chat and email"
4	overflow-y-auto	<div.overflow-y-auto.h-[calc(100vh-180px)].py-4.px-6> "Start typing to search products" | <div.flex-1.overflow-y-auto.px-6> "Your cart is emptyAdd items to your cart to see them here" | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Wireless Bluetooth Earbuds with Charging Case XL (+544)Wireless Bluetooth Earbuds with Charging Case" | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Variant 4 (+250)Variant 4 (+100)Variant 4 6 (+57)"
4	pointer-events-none	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Wireless Bluetooth Earbuds with Charging Case XL (+544)Wireless Bluetooth Earbuds with Charging Case" | <div.absolute.left-0.right-0.z-50.mt-2.max-h-64.overflow-y-auto.rounded-xl> "Variant 4 (+250)Variant 4 (+100)Variant 4 6 (+57)"
4	stroke-neutral-900	<svg.fill-white.stroke-neutral-900.dark:fill-neutral-900.dark:stroke-neutral-300>
4	text-base	<button.relative.flex.w-full.cursor-pointer.h-12.items-center.justify-center.rounded-xl> "Add To Cart" | <p.text-base.font-medium.text-neutral-700.dark:text-neutral-300> "Share:" | <h3.text-base.font-semibold.mb-4.text-neutral-900.dark:text-white> "Shipping Info" | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
4	text-green-700	<button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Wireless Bluetooth Earbuds with Charging Case XL (+544)" | <button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Variant 4 (+250)" | <button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Variant 4 (+100)" | <button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Variant 4 6 (+57)"
4	text-neutral-400	<button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300> | <p.text-xs.font-semibold.uppercase.tracking-wider.text-neutral-400.mb-2> | <button.relative.px-6.md:px-8.py-4.text-sm.md:text-base.cursor-pointer.font-semibold> "Reviews (0)" | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.flex.flex-col> "© 2010-2026 Webkul Software (Registered in India). All rights reserved.Powered by Bagisto"
4	w-3.5	<svg.h-3.5.w-3.5.shrink-0.text-green-500>
4	w-9	<div.absolute.bottom-0.right-1.top-0.flex.w-9.items-center.justify-center> | <a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
