count	class	samples
6	dark:bg-neutral-950	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <main.bg-white.dark:bg-neutral-950> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <div.mx-auto.min-h-[calc(100vh-580px)].w-full.bg-white.dark:bg-neutral-950> "sgsdg@dffd.comVerified AccountProfileAddressesWishlistOrdersReviewsLogoutProfile InformationManage y" | <div.customer-layout-wrapper.bg-white.dark:bg-neutral-950.min-h-screen> "sgsdg@dffd.comVerified AccountProfileAddressesWishlistOrdersReviewsLogoutProfile InformationManage y"
6	dark:hover:bg-neutral-800	<button.p-1.rounded-full.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors.cursor-pointer> | <button.p-1.rounded-full.cursor-pointer.hover:bg-neutral-100.dark:hover:bg-neutral-800.transition-colors> | <button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Addresses" | <button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Wishlist"
6	font-archivo	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Enjoy free shipping on all orders" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Easy Product Replacement Available!" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "No cost EMI available on all major credit cards"
6	font-bold	<h2.text-lg.font-bold.text-neutral-900.dark:text-white> "Search" | <p.text-xl.font-bold.text-neutral-900.dark:text-white.mb-2> "Your cart is empty" | <h1.text-lg.sm:text-xl.lg:text-2xl.font-bold.text-neutral-900.dark:text-white.break-words> "sgsdg@dffd.com" | <h2.text-xl.font-bold.text-neutral-900.dark:text-white> "Profile Information"
6	gap-1	<a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "All" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Smartphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Headphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Entertainment"
6	gap-2	<div.flex.items-center.gap-2.md:gap-3> "SearchStart typing to search productsShopping CartYour cart is emptyAdd items to your cart to see th" | <button.flex.shrink-0.items-center.gap-2.cursor-pointer.border.border-green-500.text-green-600> "Edit Profile" | <a.flex.items-center.gap-2.cursor-pointer.w-fit> "LogoipsumGo to homepage" | <div.flex.flex-col.lg:flex-row.gap-2> "Subscribe"
6	h-full	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute> | <div.absolute.inset-0.w-full.h-full.bg-gradient-to-b.from-emerald-50/20.to-white.dark:from-neutral-900>
6	inline-flex	<a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "All" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Smartphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Headphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Entertainment"
6	last:border-0	<div.flex.items-center.gap-3.xs:gap-4.py-4.border-b.border-neutral-100.dark:border-neutral-800> "First Namesgsdg" | <div.flex.items-center.gap-3.xs:gap-4.py-4.border-b.border-neutral-100.dark:border-neutral-800> "Last Namesgsdg" | <div.flex.items-center.gap-3.xs:gap-4.py-4.border-b.border-neutral-100.dark:border-neutral-800> "Gender-" | <div.flex.items-center.gap-3.xs:gap-4.py-4.border-b.border-neutral-100.dark:border-neutral-800> "Date of Birth-"
6	md:px-6	<div.w-full.px-4.md:px-6.lg:px-8.pt-2.md:pt-3> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <div.mx-auto.w-full.px-4.md:px-6.lg:px-8.py-10.md:py-12.bg-white> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj" | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.py-12.md:py-14> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
6	px-6	<div.flex.items-center.justify-between.px-6.py-5.border-b.border-neutral-100.dark:border-neutral-800> "Search" | <div.px-6.py-4> | <div.overflow-y-auto.h-[calc(100vh-180px)].py-4.px-6> "Start typing to search products" | <div.flex.items-center.justify-between.px-6.py-6> "Shopping Cart"
6	py-2	<a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "All" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Smartphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Headphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Entertainment"
6	sm:w-36	<span.w-24.xs:w-28.sm:w-36.shrink-0.text-xs.xs:text-sm.text-neutral-500.dark:text-neutral-400> "First Name" | <span.w-24.xs:w-28.sm:w-36.shrink-0.text-xs.xs:text-sm.text-neutral-500.dark:text-neutral-400> "Last Name" | <span.w-24.xs:w-28.sm:w-36.shrink-0.text-xs.xs:text-sm.text-neutral-500.dark:text-neutral-400> "Gender" | <span.w-24.xs:w-28.sm:w-36.shrink-0.text-xs.xs:text-sm.text-neutral-500.dark:text-neutral-400> "Date of Birth"
6	text-left	<button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Profile" | <button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Addresses" | <button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Wishlist" | <button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Orders"
6	text-neutral-400	<button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300> | <span.text-neutral-400> | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.flex.flex-col> "© 2010-2026 Webkul Software (Registered in India). All rights reserved.Powered by Bagisto"
6	xs:gap-4	<div.flex.items-center.gap-3.xs:gap-4.py-4.border-b.border-neutral-100.dark:border-neutral-800> "First Namesgsdg" | <div.flex.items-center.gap-3.xs:gap-4.py-4.border-b.border-neutral-100.dark:border-neutral-800> "Last Namesgsdg" | <div.flex.items-center.gap-3.xs:gap-4.py-4.border-b.border-neutral-100.dark:border-neutral-800> "Gender-" | <div.flex.items-center.gap-3.xs:gap-4.py-4.border-b.border-neutral-100.dark:border-neutral-800> "Date of Birth-"
6	xs:h-5	<svg.w-4.h-4.xs:w-5.xs:h-5>
6	xs:h-9	<div.flex.shrink-0.items-center.justify-center.w-8.h-8.xs:w-9.xs:h-9>
6	xs:w-28	<span.w-24.xs:w-28.sm:w-36.shrink-0.text-xs.xs:text-sm.text-neutral-500.dark:text-neutral-400> "First Name" | <span.w-24.xs:w-28.sm:w-36.shrink-0.text-xs.xs:text-sm.text-neutral-500.dark:text-neutral-400> "Last Name" | <span.w-24.xs:w-28.sm:w-36.shrink-0.text-xs.xs:text-sm.text-neutral-500.dark:text-neutral-400> "Gender" | <span.w-24.xs:w-28.sm:w-36.shrink-0.text-xs.xs:text-sm.text-neutral-500.dark:text-neutral-400> "Date of Birth"
6	xs:w-5	<svg.w-4.h-4.xs:w-5.xs:h-5>
6	xs:w-9	<div.flex.shrink-0.items-center.justify-center.w-8.h-8.xs:w-9.xs:h-9>
5	absolute	<button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300> | <input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute> | <div.absolute.inset-0.w-full.h-full.bg-gradient-to-b.from-emerald-50/20.to-white.dark:from-neutral-900> | <div.absolute.left-1/2.-bottom-12.sm:-bottom-14.lg:-bottom-16.-translate-x-1/2.z-10>
5	bg-neutral-50	<div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Enjoy free shipping on all orders" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Easy Product Replacement Available!" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "No cost EMI available on all major credit cards" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Dedicated 24/7 support via chat and email"
5	dark:text-neutral-900	<div.w-10.h-10.flex.items-center.justify-center.rounded-full.text-white.dark:text-neutral-900> | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
5	duration-300	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
5	gap-3.5	<div.flex.items-center.gap-3.5> "Profile" | <div.flex.items-center.gap-3.5> "Addresses" | <div.flex.items-center.gap-3.5> "Wishlist" | <div.flex.items-center.gap-3.5> "Orders"
5	hidden	<ul.hidden.gap-0.5.text-sm.md:flex.items-center> "AllSmartphonesHeadphonesEntertainmentAppliances" | <div.hidden.lg:flex> | <div.hidden.lg:flex> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <input#avatar-upload-desktop.hidden.sf-hidden>
5	lg:px-4	<a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "All" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Smartphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Headphones" | <a.font-medium.text-neutral-300.hover:text-white.px-3.lg:px-4.py-2.rounded-full.transition-colors> "Entertainment"
5	lg:px-8	<div.w-full.px-4.md:px-6.lg:px-8.pt-2.md:pt-3> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <div.mx-auto.w-full.px-4.md:px-6.lg:px-8.py-10.md:py-12.bg-white> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj" | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.py-12.md:py-14> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
5	rounded-l-xl	<button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Profile" | <button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Addresses" | <button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Wishlist" | <button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Orders"
5	rounded-r-none	<button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Profile" | <button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Addresses" | <button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Wishlist" | <button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Orders"
5	rounded-xl	<nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9> | <button.w-full.text-left.px-4.py-3.rounded-xl.flex.items-center.gap-3> "Logout" | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
4	border-t	<div.border-t.border-neutral-100.dark:border-neutral-800> | <div.mt-6.pt-6.border-t.border-neutral-100.dark:border-neutral-800> "Logout" | <div.mx-auto.w-full.px-4.md:px-6.lg:px-8.py-10.md:py-12.bg-white> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj" | <div.border-t.border-neutral-200.dark:border-neutral-800.py-4> "© 2010-2026 Webkul Software (Registered in India). All rights reserved.Powered by Bagisto"
4	dark:bg-neutral-800/50	<div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Enjoy free shipping on all orders" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Easy Product Replacement Available!" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "No cost EMI available on all major credit cards" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Dedicated 24/7 support via chat and email"
4	dark:fill-neutral-900	<svg.fill-white.stroke-neutral-900.dark:fill-neutral-900.dark:stroke-neutral-300>
4	dark:stroke-neutral-300	<svg.fill-white.stroke-neutral-900.dark:fill-neutral-900.dark:stroke-neutral-300>
4	ease-out	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
4	gap-2.5	<div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Enjoy free shipping on all orders" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Easy Product Replacement Available!" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "No cost EMI available on all major credit cards" | <div.flex.flex-col.items-center.justify-center.gap-2.5.text-center.py-4.px-3> "Dedicated 24/7 support via chat and email"
4	h-10	<div.w-10.h-10.flex.items-center.justify-center.rounded-full.text-white.dark:text-neutral-900>
4	hover:bg-neutral-50	<button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Addresses" | <button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Wishlist" | <button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Orders" | <button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Reviews"
4	leading-snug	<p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Enjoy free shipping on all orders" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Easy Product Replacement Available!" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "No cost EMI available on all major credit cards" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Dedicated 24/7 support via chat and email"
4	max-w-[180px]	<p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Enjoy free shipping on all orders" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Easy Product Replacement Available!" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "No cost EMI available on all major credit cards" | <p.max-w-[180px].text-center.font-archivo.text-xs.font-medium.text-neutral-600.dark:text-neutral-400.leading-snug> "Dedicated 24/7 support via chat and email"
4	max-w-screen-2xl	<div.flex.w-full.items-center.justify-between.max-w-screen-2xl.mx-auto> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <div.max-w-screen-2xl.mx-auto> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj" | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.py-12.md:py-14> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority." | <div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.flex.flex-col> "© 2010-2026 Webkul Software (Registered in India). All rights reserved.Powered by Bagisto"
4	right-0	<header.fixed.top-0.left-0.right-0.z-[60]> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <label.absolute.bottom-0.right-0.w-8.h-8.rounded-full.bg-emerald-500.hover:bg-emerald-600>
4	stroke-neutral-900	<svg.fill-white.stroke-neutral-900.dark:fill-neutral-900.dark:stroke-neutral-300>
4	text-emerald-500	<svg.w-18.h-18.text-emerald-500> | <svg.w-3.5.h-3.5.text-emerald-500> | <span.text-emerald-500> | <svg.w-5.h-5.text-emerald-500>
4	top-0	<header.fixed.top-0.left-0.right-0.z-[60]> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
4	w-10	<div.w-10.h-10.flex.items-center.justify-center.rounded-full.text-white.dark:text-neutral-900>
3	bg-emerald-500	<div.!min-h-9.!min-w-9.flex.items-center.justify-center.rounded-lg.bg-emerald-500> | <label.absolute.bottom-0.right-0.w-8.h-8.rounded-full.bg-emerald-500.hover:bg-emerald-600> | <div.!min-h-8.!min-w-8.flex.items-center.justify-center.rounded-lg.bg-emerald-500>
3	bg-neutral-100	<a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
3	border-neutral-200	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300> | <div.border-t.border-neutral-200.dark:border-neutral-800.py-4> "© 2010-2026 Webkul Software (Registered in India). All rights reserved.Powered by Bagisto"
3	dark:hover:bg-neutral-700	<a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
3	dark:hover:text-neutral-900	<a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
3	flex-1	<div.flex-1.overflow-y-auto.px-6> "Your cart is emptyAdd items to your cart to see them here" | <main.flex-1.min-w-0.bg-white.dark:bg-neutral-900.rounded-2xl.p-6.shadow-sm.border> "Profile InformationManage your personal details and account information.Edit ProfileFirst NamesgsdgL" | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
3	focus:outline-none	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9> | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
3	gap-4	<div.flex.items-start.justify-between.gap-4.mb-6> "Profile InformationManage your personal details and account information.Edit Profile" | <div.grid.grid-cols-2.md:grid-cols-4.gap-4.md:gap-6.mb-10> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj" | <div.lg:col-span-3.flex.flex-col.gap-4> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
3	h-9	<a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
3	hover:bg-neutral-300	<a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
3	inset-0	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.absolute.inset-0.w-full.h-full.bg-gradient-to-b.from-emerald-50/20.to-white.dark:from-neutral-900>
3	p-2	<button.p-2.text-white.transition-colors.cursor-pointer.rounded-full.hover:bg-white/10> | <button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300> | <button.relative.p-2.text-white.transition-colors.cursor-pointer.rounded-full.hover:bg-white/10>
3	pointer-events-none	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <svg.w-full.h-full.opacity-70.dark:opacity-20.pointer-events-none>
3	py-2.5	<nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300> | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
3	sf-hidden	<div.sf-hidden> | <div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden.sf-hidden> | <input#avatar-upload-desktop.hidden.sf-hidden>
3	shadow-sm	<nav.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm.border.border-neutral-100.dark:border-neutral-800.p-3> "ProfileAddressesWishlistOrdersReviewsLogout" | <main.flex-1.min-w-0.bg-white.dark:bg-neutral-900.rounded-2xl.p-6.shadow-sm.border> "Profile InformationManage your personal details and account information.Edit ProfileFirst NamesgsdgL" | <div.profile-tab.max-w-lg.w-full.mx-auto.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm> "Profile InformationManage your personal details and account information.Edit ProfileFirst NamesgsdgL"
3	text-emerald-600	<div.inline-flex.items-center.gap-1.px-3.py-1.rounded-full.text-xs.font-semibold> "Verified Account" | <button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Profile" | <button.w-full.text-left.px-4.py-3.rounded-xl.flex.items-center.gap-3> "Logout"
3	transition-transform	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here" | <div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
3	w-9	<a.cursor-pointer.w-9.h-9.flex.items-center.justify-center.rounded-full.bg-neutral-100>
3	z-50	<div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "SearchStart typing to search products" | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.right-0.top-0.z-50.h-full.w-full.max-w-[420px].bg-white> "Shopping CartYour cart is emptyAdd items to your cart to see them here"
2	-translate-x-1/2	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto> | <div.absolute.left-1/2.-bottom-12.sm:-bottom-14.lg:-bottom-16.-translate-x-1/2.z-10>
2	backdrop-blur-sm	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out>
2	bg-black/40	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out> | <div.fixed.inset-0.z-50.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out>
2	bg-neutral-900	<nav.relative.mx-auto.rounded-xl.bg-neutral-900.dark:bg-neutral-900.px-4.md:px-6.lg:px-8> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin" | <button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
2	bg-transparent	<button.cursor-pointer.bg-transparent.hover:bg-white/10.rounded-full.transition-colors> | <div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
2	border-white	<div.relative.w-24.h-24.sm:w-28.sm:h-28.lg:w-32.lg:h-32.rounded-full> | <label.absolute.bottom-0.right-0.w-8.h-8.rounded-full.bg-emerald-500.hover:bg-emerald-600>
2	bottom-0	<div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden.sf-hidden> | <label.absolute.bottom-0.right-0.w-8.h-8.rounded-full.bg-emerald-500.hover:bg-emerald-600>
2	dark:border-neutral-700	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border> | <input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
2	dark:border-neutral-900	<div.relative.w-24.h-24.sm:w-28.sm:h-28.lg:w-32.lg:h-32.rounded-full> | <label.absolute.bottom-0.right-0.w-8.h-8.rounded-full.bg-emerald-500.hover:bg-emerald-600>
2	dark:fill-white	<svg.fill-black/[62].dark:fill-white>
2	dark:text-emerald-400	<div.inline-flex.items-center.gap-1.px-3.py-1.rounded-full.text-xs.font-semibold> "Verified Account" | <button.w-full.text-left.px-4.py-3.rounded-l-xl.rounded-r-none.cursor-pointer.flex> "Profile"
2	dark:text-neutral-600	<svg.w-12.h-12.mx-auto.text-neutral-300.dark:text-neutral-600.mb-3> | <svg.w-16.h-16.text-neutral-300.dark:text-neutral-600.mb-4>
2	fill-black/[62]	<svg.fill-black/[62].dark:fill-white>
